"Theta_Rows","R_Rows"
"solcap_snp_c2_51369","solcap_snp_c2_51369"
"solcap_snp_c2_5137","solcap_snp_c2_5137"
"solcap_snp_c2_51370","solcap_snp_c2_51370"
"solcap_snp_c2_51371","solcap_snp_c2_51371"
"solcap_snp_c2_51372","solcap_snp_c2_51372"
"solcap_snp_c2_51374","solcap_snp_c2_51374"
"solcap_snp_c2_51389","solcap_snp_c2_51389"
"solcap_snp_c2_51390","solcap_snp_c2_51390"
"solcap_snp_c2_5145","solcap_snp_c2_5145"
"solcap_snp_c2_51460","solcap_snp_c2_51460"
"solcap_snp_c2_51464","solcap_snp_c2_51464"
"solcap_snp_c2_51470","solcap_snp_c2_51470"
"solcap_snp_c2_51473","solcap_snp_c2_51473"
"solcap_snp_c2_51478","solcap_snp_c2_51478"
"solcap_snp_c2_5148","solcap_snp_c2_5148"
"solcap_snp_c2_51480","solcap_snp_c2_51480"
"solcap_snp_c2_51489","solcap_snp_c2_51489"
"solcap_snp_c2_5149","solcap_snp_c2_5149"
"solcap_snp_c2_5150","solcap_snp_c2_5150"
"solcap_snp_c2_5151","solcap_snp_c2_5151"
"solcap_snp_c2_51513","solcap_snp_c2_51513"
"solcap_snp_c2_5152","solcap_snp_c2_5152"
"solcap_snp_c2_5153","solcap_snp_c2_5153"
"solcap_snp_c2_51533","solcap_snp_c2_51533"
"solcap_snp_c2_51534","solcap_snp_c2_51534"
"solcap_snp_c2_51536","solcap_snp_c2_51536"
"solcap_snp_c2_5154","solcap_snp_c2_5154"
"solcap_snp_c2_51544","solcap_snp_c2_51544"
"solcap_snp_c2_51545","solcap_snp_c2_51545"
"solcap_snp_c2_51546","solcap_snp_c2_51546"
"solcap_snp_c2_51548","solcap_snp_c2_51548"
"solcap_snp_c2_51549","solcap_snp_c2_51549"
"solcap_snp_c2_5155","solcap_snp_c2_5155"
"solcap_snp_c2_51558","solcap_snp_c2_51558"
"solcap_snp_c2_51559","solcap_snp_c2_51559"
"solcap_snp_c2_5156","solcap_snp_c2_5156"
"solcap_snp_c2_51560","solcap_snp_c2_51560"
"solcap_snp_c2_51567","solcap_snp_c2_51567"
"solcap_snp_c2_5157","solcap_snp_c2_5157"
"solcap_snp_c2_51578","solcap_snp_c2_51578"
"solcap_snp_c2_51591","solcap_snp_c2_51591"
"solcap_snp_c2_51600","solcap_snp_c2_51600"
"solcap_snp_c2_51626","solcap_snp_c2_51626"
"solcap_snp_c2_51637","solcap_snp_c2_51637"
"solcap_snp_c2_51638","solcap_snp_c2_51638"
"solcap_snp_c2_51639","solcap_snp_c2_51639"
"solcap_snp_c2_51640","solcap_snp_c2_51640"
"solcap_snp_c2_51641","solcap_snp_c2_51641"
"solcap_snp_c2_51647","solcap_snp_c2_51647"
"solcap_snp_c2_51650","solcap_snp_c2_51650"
"solcap_snp_c2_51718","solcap_snp_c2_51718"
"solcap_snp_c2_51749","solcap_snp_c2_51749"
"solcap_snp_c2_51756","solcap_snp_c2_51756"
"solcap_snp_c2_51757","solcap_snp_c2_51757"
"solcap_snp_c2_51758","solcap_snp_c2_51758"
"solcap_snp_c2_51759","solcap_snp_c2_51759"
"solcap_snp_c2_51760","solcap_snp_c2_51760"
"solcap_snp_c2_51761","solcap_snp_c2_51761"
"solcap_snp_c2_51762","solcap_snp_c2_51762"
"solcap_snp_c2_51764","solcap_snp_c2_51764"
"solcap_snp_c2_51765","solcap_snp_c2_51765"
"solcap_snp_c2_51766","solcap_snp_c2_51766"
"solcap_snp_c2_51767","solcap_snp_c2_51767"
"solcap_snp_c2_51768","solcap_snp_c2_51768"
"solcap_snp_c2_51769","solcap_snp_c2_51769"
"solcap_snp_c2_51770","solcap_snp_c2_51770"
"solcap_snp_c2_51771","solcap_snp_c2_51771"
"solcap_snp_c2_51772","solcap_snp_c2_51772"
"solcap_snp_c2_51773","solcap_snp_c2_51773"
"solcap_snp_c2_51774","solcap_snp_c2_51774"
"solcap_snp_c2_51776","solcap_snp_c2_51776"
"solcap_snp_c2_51791","solcap_snp_c2_51791"
"solcap_snp_c2_51797","solcap_snp_c2_51797"
"solcap_snp_c2_51800","solcap_snp_c2_51800"
"solcap_snp_c2_51803","solcap_snp_c2_51803"
"solcap_snp_c2_51804","solcap_snp_c2_51804"
"solcap_snp_c2_51805","solcap_snp_c2_51805"
"solcap_snp_c2_51806","solcap_snp_c2_51806"
"solcap_snp_c2_51807","solcap_snp_c2_51807"
"solcap_snp_c2_51808","solcap_snp_c2_51808"
"solcap_snp_c2_51810","solcap_snp_c2_51810"
"solcap_snp_c2_51811","solcap_snp_c2_51811"
"solcap_snp_c2_51812","solcap_snp_c2_51812"
"solcap_snp_c2_51847","solcap_snp_c2_51847"
"solcap_snp_c2_51848","solcap_snp_c2_51848"
"solcap_snp_c2_5187","solcap_snp_c2_5187"
"solcap_snp_c2_51899","solcap_snp_c2_51899"
"solcap_snp_c2_5191","solcap_snp_c2_5191"
"solcap_snp_c2_51915","solcap_snp_c2_51915"
"solcap_snp_c2_51953","solcap_snp_c2_51953"
"solcap_snp_c2_51954","solcap_snp_c2_51954"
"solcap_snp_c2_51955","solcap_snp_c2_51955"
"solcap_snp_c2_51956","solcap_snp_c2_51956"
"solcap_snp_c2_51957","solcap_snp_c2_51957"
"solcap_snp_c2_51969","solcap_snp_c2_51969"
"solcap_snp_c2_51970","solcap_snp_c2_51970"
"solcap_snp_c2_51971","solcap_snp_c2_51971"
"solcap_snp_c2_51972","solcap_snp_c2_51972"
"solcap_snp_c2_51973","solcap_snp_c2_51973"
"solcap_snp_c2_51974","solcap_snp_c2_51974"
"solcap_snp_c2_51975","solcap_snp_c2_51975"
"solcap_snp_c2_51980","solcap_snp_c2_51980"
"solcap_snp_c2_51985","solcap_snp_c2_51985"
"solcap_snp_c2_51986","solcap_snp_c2_51986"
"solcap_snp_c2_51990","solcap_snp_c2_51990"
"solcap_snp_c2_51995","solcap_snp_c2_51995"
"solcap_snp_c2_51998","solcap_snp_c2_51998"
"solcap_snp_c2_52011","solcap_snp_c2_52011"
"solcap_snp_c2_52021","solcap_snp_c2_52021"
"solcap_snp_c2_52025","solcap_snp_c2_52025"
"solcap_snp_c2_52036","solcap_snp_c2_52036"
"solcap_snp_c2_52037","solcap_snp_c2_52037"
"solcap_snp_c2_52038","solcap_snp_c2_52038"
"solcap_snp_c2_52039","solcap_snp_c2_52039"
"solcap_snp_c2_52040","solcap_snp_c2_52040"
"solcap_snp_c2_52053","solcap_snp_c2_52053"
"solcap_snp_c2_52054","solcap_snp_c2_52054"
"solcap_snp_c2_52055","solcap_snp_c2_52055"
"solcap_snp_c2_52056","solcap_snp_c2_52056"
"solcap_snp_c2_52057","solcap_snp_c2_52057"
"solcap_snp_c2_52058","solcap_snp_c2_52058"
"solcap_snp_c2_52061","solcap_snp_c2_52061"
"solcap_snp_c2_52066","solcap_snp_c2_52066"
"solcap_snp_c2_52067","solcap_snp_c2_52067"
"solcap_snp_c2_52069","solcap_snp_c2_52069"
"solcap_snp_c2_52070","solcap_snp_c2_52070"
"solcap_snp_c2_52084","solcap_snp_c2_52084"
"solcap_snp_c2_52087","solcap_snp_c2_52087"
"solcap_snp_c2_52104","solcap_snp_c2_52104"
"solcap_snp_c2_5211","solcap_snp_c2_5211"
"solcap_snp_c2_5212","solcap_snp_c2_5212"
"solcap_snp_c2_5213","solcap_snp_c2_5213"
"solcap_snp_c2_52130","solcap_snp_c2_52130"
"solcap_snp_c2_52135","solcap_snp_c2_52135"
"solcap_snp_c2_5214","solcap_snp_c2_5214"
"solcap_snp_c2_5215","solcap_snp_c2_5215"
"solcap_snp_c2_5216","solcap_snp_c2_5216"
"solcap_snp_c2_5217","solcap_snp_c2_5217"
"solcap_snp_c2_52179","solcap_snp_c2_52179"
"solcap_snp_c2_5218","solcap_snp_c2_5218"
"solcap_snp_c2_52188","solcap_snp_c2_52188"
"solcap_snp_c2_5219","solcap_snp_c2_5219"
"solcap_snp_c2_52195","solcap_snp_c2_52195"
"solcap_snp_c2_52196","solcap_snp_c2_52196"
"solcap_snp_c2_5220","solcap_snp_c2_5220"
"solcap_snp_c2_52202","solcap_snp_c2_52202"
"solcap_snp_c2_52203","solcap_snp_c2_52203"
"solcap_snp_c2_52205","solcap_snp_c2_52205"
"solcap_snp_c2_52206","solcap_snp_c2_52206"
"solcap_snp_c2_52208","solcap_snp_c2_52208"
"solcap_snp_c2_52209","solcap_snp_c2_52209"
"solcap_snp_c2_5221","solcap_snp_c2_5221"
"solcap_snp_c2_52211","solcap_snp_c2_52211"
"solcap_snp_c2_52214","solcap_snp_c2_52214"
"solcap_snp_c2_5223","solcap_snp_c2_5223"
"solcap_snp_c2_52240","solcap_snp_c2_52240"
"solcap_snp_c2_52241","solcap_snp_c2_52241"
"solcap_snp_c2_52242","solcap_snp_c2_52242"
"solcap_snp_c2_52253","solcap_snp_c2_52253"
"solcap_snp_c2_5226","solcap_snp_c2_5226"
"solcap_snp_c2_52267","solcap_snp_c2_52267"
"solcap_snp_c2_5227","solcap_snp_c2_5227"
"solcap_snp_c2_52270","solcap_snp_c2_52270"
"solcap_snp_c2_5234","solcap_snp_c2_5234"
"solcap_snp_c2_5235","solcap_snp_c2_5235"
"solcap_snp_c2_5236","solcap_snp_c2_5236"
"solcap_snp_c2_5237","solcap_snp_c2_5237"
"solcap_snp_c2_52370","solcap_snp_c2_52370"
"solcap_snp_c2_52371","solcap_snp_c2_52371"
"solcap_snp_c2_52374","solcap_snp_c2_52374"
"solcap_snp_c2_5238","solcap_snp_c2_5238"
"solcap_snp_c2_52385","solcap_snp_c2_52385"
"solcap_snp_c2_5239","solcap_snp_c2_5239"
"solcap_snp_c2_52390","solcap_snp_c2_52390"
"solcap_snp_c2_52397","solcap_snp_c2_52397"
"solcap_snp_c2_52398","solcap_snp_c2_52398"
"solcap_snp_c2_52436","solcap_snp_c2_52436"
"solcap_snp_c2_52455","solcap_snp_c2_52455"
"solcap_snp_c2_52467","solcap_snp_c2_52467"
"solcap_snp_c2_52477","solcap_snp_c2_52477"
"solcap_snp_c2_52484","solcap_snp_c2_52484"
"solcap_snp_c2_52492","solcap_snp_c2_52492"
"solcap_snp_c2_52494","solcap_snp_c2_52494"
"solcap_snp_c2_52495","solcap_snp_c2_52495"
"solcap_snp_c2_52496","solcap_snp_c2_52496"
"solcap_snp_c2_52515","solcap_snp_c2_52515"
"solcap_snp_c2_52517","solcap_snp_c2_52517"
"solcap_snp_c2_52518","solcap_snp_c2_52518"
"solcap_snp_c2_52519","solcap_snp_c2_52519"
"solcap_snp_c2_52521","solcap_snp_c2_52521"
"solcap_snp_c2_52522","solcap_snp_c2_52522"
"solcap_snp_c2_52523","solcap_snp_c2_52523"
"solcap_snp_c2_52524","solcap_snp_c2_52524"
"solcap_snp_c2_52525","solcap_snp_c2_52525"
"solcap_snp_c2_52526","solcap_snp_c2_52526"
"solcap_snp_c2_52527","solcap_snp_c2_52527"
"solcap_snp_c2_52532","solcap_snp_c2_52532"
"solcap_snp_c2_52543","solcap_snp_c2_52543"
"solcap_snp_c2_52544","solcap_snp_c2_52544"
"solcap_snp_c2_52554","solcap_snp_c2_52554"
"solcap_snp_c2_52555","solcap_snp_c2_52555"
"solcap_snp_c2_5256","solcap_snp_c2_5256"
"solcap_snp_c2_52567","solcap_snp_c2_52567"
"solcap_snp_c2_52568","solcap_snp_c2_52568"
"solcap_snp_c2_52569","solcap_snp_c2_52569"
"solcap_snp_c2_52621","solcap_snp_c2_52621"
"solcap_snp_c2_52622","solcap_snp_c2_52622"
"solcap_snp_c2_52626","solcap_snp_c2_52626"
"solcap_snp_c2_5263","solcap_snp_c2_5263"
"solcap_snp_c2_52630","solcap_snp_c2_52630"
"solcap_snp_c2_52656","solcap_snp_c2_52656"
"solcap_snp_c2_52663","solcap_snp_c2_52663"
"solcap_snp_c2_5267","solcap_snp_c2_5267"
"solcap_snp_c2_5269","solcap_snp_c2_5269"
"solcap_snp_c2_52691","solcap_snp_c2_52691"
"solcap_snp_c2_52699","solcap_snp_c2_52699"
"solcap_snp_c2_52700","solcap_snp_c2_52700"
"solcap_snp_c2_52702","solcap_snp_c2_52702"
"solcap_snp_c2_52704","solcap_snp_c2_52704"
"solcap_snp_c2_52705","solcap_snp_c2_52705"
"solcap_snp_c2_52709","solcap_snp_c2_52709"
"solcap_snp_c2_52712","solcap_snp_c2_52712"
"solcap_snp_c2_52715","solcap_snp_c2_52715"
"solcap_snp_c2_52716","solcap_snp_c2_52716"
"solcap_snp_c2_52738","solcap_snp_c2_52738"
"solcap_snp_c2_52749","solcap_snp_c2_52749"
"solcap_snp_c2_52761","solcap_snp_c2_52761"
"solcap_snp_c2_52763","solcap_snp_c2_52763"
"solcap_snp_c2_52767","solcap_snp_c2_52767"
"solcap_snp_c2_52768","solcap_snp_c2_52768"
"solcap_snp_c2_52773","solcap_snp_c2_52773"
"solcap_snp_c2_52793","solcap_snp_c2_52793"
"solcap_snp_c2_52798","solcap_snp_c2_52798"
"solcap_snp_c2_52800","solcap_snp_c2_52800"
"solcap_snp_c2_52806","solcap_snp_c2_52806"
"solcap_snp_c2_52809","solcap_snp_c2_52809"
"solcap_snp_c2_52811","solcap_snp_c2_52811"
"solcap_snp_c2_52813","solcap_snp_c2_52813"
"solcap_snp_c2_52815","solcap_snp_c2_52815"
"solcap_snp_c2_52819","solcap_snp_c2_52819"
"solcap_snp_c2_52829","solcap_snp_c2_52829"
"solcap_snp_c2_52831","solcap_snp_c2_52831"
"solcap_snp_c2_52832","solcap_snp_c2_52832"
"solcap_snp_c2_52833","solcap_snp_c2_52833"
"solcap_snp_c2_52856","solcap_snp_c2_52856"
"solcap_snp_c2_52857","solcap_snp_c2_52857"
"solcap_snp_c2_5286","solcap_snp_c2_5286"
"solcap_snp_c2_5287","solcap_snp_c2_5287"
"solcap_snp_c2_52870","solcap_snp_c2_52870"
"solcap_snp_c2_52874","solcap_snp_c2_52874"
"solcap_snp_c2_52884","solcap_snp_c2_52884"
"solcap_snp_c2_52887","solcap_snp_c2_52887"
"solcap_snp_c2_5289","solcap_snp_c2_5289"
"solcap_snp_c2_52890","solcap_snp_c2_52890"
"solcap_snp_c2_52892","solcap_snp_c2_52892"
"solcap_snp_c2_52893","solcap_snp_c2_52893"
"solcap_snp_c2_52894","solcap_snp_c2_52894"
"solcap_snp_c2_52895","solcap_snp_c2_52895"
"solcap_snp_c2_52898","solcap_snp_c2_52898"
"solcap_snp_c2_52905","solcap_snp_c2_52905"
"solcap_snp_c2_53032","solcap_snp_c2_53032"
"solcap_snp_c2_53033","solcap_snp_c2_53033"
"solcap_snp_c2_53034","solcap_snp_c2_53034"
"solcap_snp_c2_53035","solcap_snp_c2_53035"
"solcap_snp_c2_53036","solcap_snp_c2_53036"
"solcap_snp_c2_53037","solcap_snp_c2_53037"
"solcap_snp_c2_53053","solcap_snp_c2_53053"
"solcap_snp_c2_53055","solcap_snp_c2_53055"
"solcap_snp_c2_53064","solcap_snp_c2_53064"
"solcap_snp_c2_53068","solcap_snp_c2_53068"
"solcap_snp_c2_5307","solcap_snp_c2_5307"
"solcap_snp_c2_53074","solcap_snp_c2_53074"
"solcap_snp_c2_53075","solcap_snp_c2_53075"
"solcap_snp_c2_53077","solcap_snp_c2_53077"
"solcap_snp_c2_53176","solcap_snp_c2_53176"
"solcap_snp_c2_53177","solcap_snp_c2_53177"
"solcap_snp_c2_53179","solcap_snp_c2_53179"
"solcap_snp_c2_53180","solcap_snp_c2_53180"
"solcap_snp_c2_53181","solcap_snp_c2_53181"
"solcap_snp_c2_53197","solcap_snp_c2_53197"
"solcap_snp_c2_53198","solcap_snp_c2_53198"
"solcap_snp_c2_53199","solcap_snp_c2_53199"
"solcap_snp_c2_53200","solcap_snp_c2_53200"
"solcap_snp_c2_53205","solcap_snp_c2_53205"
"solcap_snp_c2_53206","solcap_snp_c2_53206"
"solcap_snp_c2_53244","solcap_snp_c2_53244"
"solcap_snp_c2_53248","solcap_snp_c2_53248"
"solcap_snp_c2_53250","solcap_snp_c2_53250"
"solcap_snp_c2_53258","solcap_snp_c2_53258"
"solcap_snp_c2_53273","solcap_snp_c2_53273"
"solcap_snp_c2_53296","solcap_snp_c2_53296"
"solcap_snp_c2_53298","solcap_snp_c2_53298"
"solcap_snp_c2_53306","solcap_snp_c2_53306"
"solcap_snp_c2_53307","solcap_snp_c2_53307"
"solcap_snp_c2_5332","solcap_snp_c2_5332"
"solcap_snp_c2_53321","solcap_snp_c2_53321"
"solcap_snp_c2_53322","solcap_snp_c2_53322"
"solcap_snp_c2_53324","solcap_snp_c2_53324"
"solcap_snp_c2_53331","solcap_snp_c2_53331"
"solcap_snp_c2_53337","solcap_snp_c2_53337"
"solcap_snp_c2_53347","solcap_snp_c2_53347"
"solcap_snp_c2_53375","solcap_snp_c2_53375"
"solcap_snp_c2_53376","solcap_snp_c2_53376"
"solcap_snp_c2_53380","solcap_snp_c2_53380"
"solcap_snp_c2_53381","solcap_snp_c2_53381"
"solcap_snp_c2_53383","solcap_snp_c2_53383"
"solcap_snp_c2_534","solcap_snp_c2_534"
"solcap_snp_c2_53432","solcap_snp_c2_53432"
"solcap_snp_c2_53480","solcap_snp_c2_53480"
"solcap_snp_c2_53506","solcap_snp_c2_53506"
"solcap_snp_c2_53516","solcap_snp_c2_53516"
"solcap_snp_c2_53521","solcap_snp_c2_53521"
"solcap_snp_c2_53536","solcap_snp_c2_53536"
"solcap_snp_c2_53544","solcap_snp_c2_53544"
"solcap_snp_c2_53545","solcap_snp_c2_53545"
"solcap_snp_c2_53548","solcap_snp_c2_53548"
"solcap_snp_c2_53556","solcap_snp_c2_53556"
"solcap_snp_c2_5356","solcap_snp_c2_5356"
"solcap_snp_c2_53563","solcap_snp_c2_53563"
"solcap_snp_c2_53565","solcap_snp_c2_53565"
"solcap_snp_c2_53566","solcap_snp_c2_53566"
"solcap_snp_c2_53606","solcap_snp_c2_53606"
"solcap_snp_c2_53631","solcap_snp_c2_53631"
"solcap_snp_c2_53659","solcap_snp_c2_53659"
"solcap_snp_c2_53676","solcap_snp_c2_53676"
"solcap_snp_c2_53677","solcap_snp_c2_53677"
"solcap_snp_c2_53678","solcap_snp_c2_53678"
"solcap_snp_c2_53679","solcap_snp_c2_53679"
"solcap_snp_c2_53680","solcap_snp_c2_53680"
"solcap_snp_c2_53681","solcap_snp_c2_53681"
"solcap_snp_c2_53682","solcap_snp_c2_53682"
"solcap_snp_c2_53683","solcap_snp_c2_53683"
"solcap_snp_c2_53684","solcap_snp_c2_53684"
"solcap_snp_c2_53685","solcap_snp_c2_53685"
"solcap_snp_c2_53687","solcap_snp_c2_53687"
"solcap_snp_c2_53696","solcap_snp_c2_53696"
"solcap_snp_c2_53698","solcap_snp_c2_53698"
"solcap_snp_c2_53699","solcap_snp_c2_53699"
"solcap_snp_c2_53703","solcap_snp_c2_53703"
"solcap_snp_c2_53708","solcap_snp_c2_53708"
"solcap_snp_c2_53718","solcap_snp_c2_53718"
"solcap_snp_c2_53733","solcap_snp_c2_53733"
"solcap_snp_c2_53737","solcap_snp_c2_53737"
"solcap_snp_c2_53745","solcap_snp_c2_53745"
"solcap_snp_c2_53747","solcap_snp_c2_53747"
"solcap_snp_c2_53758","solcap_snp_c2_53758"
"solcap_snp_c2_53759","solcap_snp_c2_53759"
"solcap_snp_c2_53769","solcap_snp_c2_53769"
"solcap_snp_c2_53776","solcap_snp_c2_53776"
"solcap_snp_c2_53777","solcap_snp_c2_53777"
"solcap_snp_c2_53778","solcap_snp_c2_53778"
"solcap_snp_c2_53779","solcap_snp_c2_53779"
"solcap_snp_c2_53780","solcap_snp_c2_53780"
"solcap_snp_c2_53781","solcap_snp_c2_53781"
"solcap_snp_c2_53782","solcap_snp_c2_53782"
"solcap_snp_c2_53783","solcap_snp_c2_53783"
"solcap_snp_c2_53784","solcap_snp_c2_53784"
"solcap_snp_c2_53818","solcap_snp_c2_53818"
"solcap_snp_c2_53845","solcap_snp_c2_53845"
"solcap_snp_c2_5385","solcap_snp_c2_5385"
"solcap_snp_c2_53854","solcap_snp_c2_53854"
"solcap_snp_c2_5386","solcap_snp_c2_5386"
"solcap_snp_c2_5387","solcap_snp_c2_5387"
"solcap_snp_c2_5388","solcap_snp_c2_5388"
"solcap_snp_c2_53880","solcap_snp_c2_53880"
"solcap_snp_c2_53886","solcap_snp_c2_53886"
"solcap_snp_c2_5389","solcap_snp_c2_5389"
"solcap_snp_c2_53902","solcap_snp_c2_53902"
"solcap_snp_c2_53903","solcap_snp_c2_53903"
"solcap_snp_c2_5391","solcap_snp_c2_5391"
"solcap_snp_c2_53914","solcap_snp_c2_53914"
"solcap_snp_c2_53918","solcap_snp_c2_53918"
"solcap_snp_c2_53924","solcap_snp_c2_53924"
"solcap_snp_c2_5393","solcap_snp_c2_5393"
"solcap_snp_c2_53931","solcap_snp_c2_53931"
"solcap_snp_c2_5394","solcap_snp_c2_5394"
"solcap_snp_c2_53943","solcap_snp_c2_53943"
"solcap_snp_c2_53944","solcap_snp_c2_53944"
"solcap_snp_c2_53945","solcap_snp_c2_53945"
"solcap_snp_c2_53946","solcap_snp_c2_53946"
"solcap_snp_c2_53947","solcap_snp_c2_53947"
"solcap_snp_c2_53948","solcap_snp_c2_53948"
"solcap_snp_c2_53949","solcap_snp_c2_53949"
"solcap_snp_c2_53950","solcap_snp_c2_53950"
"solcap_snp_c2_53951","solcap_snp_c2_53951"
"solcap_snp_c2_53956","solcap_snp_c2_53956"
"solcap_snp_c2_53957","solcap_snp_c2_53957"
"solcap_snp_c2_53962","solcap_snp_c2_53962"
"solcap_snp_c2_53966","solcap_snp_c2_53966"
"solcap_snp_c2_5399","solcap_snp_c2_5399"
"solcap_snp_c2_53998","solcap_snp_c2_53998"
"solcap_snp_c2_5401","solcap_snp_c2_5401"
"solcap_snp_c2_54010","solcap_snp_c2_54010"
"solcap_snp_c2_54011","solcap_snp_c2_54011"
"solcap_snp_c2_54014","solcap_snp_c2_54014"
"solcap_snp_c2_54020","solcap_snp_c2_54020"
"solcap_snp_c2_54029","solcap_snp_c2_54029"
"solcap_snp_c2_54035","solcap_snp_c2_54035"
"solcap_snp_c2_54044","solcap_snp_c2_54044"
"solcap_snp_c2_54045","solcap_snp_c2_54045"
"solcap_snp_c2_54046","solcap_snp_c2_54046"
"solcap_snp_c2_54047","solcap_snp_c2_54047"
"solcap_snp_c2_54048","solcap_snp_c2_54048"
"solcap_snp_c2_54049","solcap_snp_c2_54049"
"solcap_snp_c2_54050","solcap_snp_c2_54050"
"solcap_snp_c2_54051","solcap_snp_c2_54051"
"solcap_snp_c2_54053","solcap_snp_c2_54053"
"solcap_snp_c2_54060","solcap_snp_c2_54060"
"solcap_snp_c2_54069","solcap_snp_c2_54069"
"solcap_snp_c2_54070","solcap_snp_c2_54070"
"solcap_snp_c2_54077","solcap_snp_c2_54077"
"solcap_snp_c2_54083","solcap_snp_c2_54083"
"solcap_snp_c2_5409","solcap_snp_c2_5409"
"solcap_snp_c2_54090","solcap_snp_c2_54090"
"solcap_snp_c2_54094","solcap_snp_c2_54094"
"solcap_snp_c2_54104","solcap_snp_c2_54104"
"solcap_snp_c2_54115","solcap_snp_c2_54115"
"solcap_snp_c2_54116","solcap_snp_c2_54116"
"solcap_snp_c2_54122","solcap_snp_c2_54122"
"solcap_snp_c2_54124","solcap_snp_c2_54124"
"solcap_snp_c2_54134","solcap_snp_c2_54134"
"solcap_snp_c2_54139","solcap_snp_c2_54139"
"solcap_snp_c2_54140","solcap_snp_c2_54140"
"solcap_snp_c2_54142","solcap_snp_c2_54142"
"solcap_snp_c2_5415","solcap_snp_c2_5415"
"solcap_snp_c2_54191","solcap_snp_c2_54191"
"solcap_snp_c2_54193","solcap_snp_c2_54193"
"solcap_snp_c2_54194","solcap_snp_c2_54194"
"solcap_snp_c2_54195","solcap_snp_c2_54195"
"solcap_snp_c2_54202","solcap_snp_c2_54202"
"solcap_snp_c2_54204","solcap_snp_c2_54204"
"solcap_snp_c2_54220","solcap_snp_c2_54220"
"solcap_snp_c2_54227","solcap_snp_c2_54227"
"solcap_snp_c2_54229","solcap_snp_c2_54229"
"solcap_snp_c2_54240","solcap_snp_c2_54240"
"solcap_snp_c2_54242","solcap_snp_c2_54242"
"solcap_snp_c2_54286","solcap_snp_c2_54286"
"solcap_snp_c2_54288","solcap_snp_c2_54288"
"solcap_snp_c2_54290","solcap_snp_c2_54290"
"solcap_snp_c2_54301","solcap_snp_c2_54301"
"solcap_snp_c2_54303","solcap_snp_c2_54303"
"solcap_snp_c2_54304","solcap_snp_c2_54304"
"solcap_snp_c2_54306","solcap_snp_c2_54306"
"solcap_snp_c2_54307","solcap_snp_c2_54307"
"solcap_snp_c2_54308","solcap_snp_c2_54308"
"solcap_snp_c2_54325","solcap_snp_c2_54325"
"solcap_snp_c2_54335","solcap_snp_c2_54335"
"solcap_snp_c2_54342","solcap_snp_c2_54342"
"solcap_snp_c2_54344","solcap_snp_c2_54344"
"solcap_snp_c2_54353","solcap_snp_c2_54353"
"solcap_snp_c2_54355","solcap_snp_c2_54355"
"solcap_snp_c2_54364","solcap_snp_c2_54364"
"solcap_snp_c2_54365","solcap_snp_c2_54365"
"solcap_snp_c2_54366","solcap_snp_c2_54366"
"solcap_snp_c2_54368","solcap_snp_c2_54368"
"solcap_snp_c2_54369","solcap_snp_c2_54369"
"solcap_snp_c2_54370","solcap_snp_c2_54370"
"solcap_snp_c2_54371","solcap_snp_c2_54371"
"solcap_snp_c2_54372","solcap_snp_c2_54372"
"solcap_snp_c2_54378","solcap_snp_c2_54378"
"solcap_snp_c2_54379","solcap_snp_c2_54379"
"solcap_snp_c2_54380","solcap_snp_c2_54380"
"solcap_snp_c2_54381","solcap_snp_c2_54381"
"solcap_snp_c2_54382","solcap_snp_c2_54382"
"solcap_snp_c2_54383","solcap_snp_c2_54383"
"solcap_snp_c2_54384","solcap_snp_c2_54384"
"solcap_snp_c2_54385","solcap_snp_c2_54385"
"solcap_snp_c2_54386","solcap_snp_c2_54386"
"solcap_snp_c2_54387","solcap_snp_c2_54387"
"solcap_snp_c2_54388","solcap_snp_c2_54388"
"solcap_snp_c2_54396","solcap_snp_c2_54396"
"solcap_snp_c2_5440","solcap_snp_c2_5440"
"solcap_snp_c2_54413","solcap_snp_c2_54413"
"solcap_snp_c2_5443","solcap_snp_c2_5443"
"solcap_snp_c2_54442","solcap_snp_c2_54442"
"solcap_snp_c2_54443","solcap_snp_c2_54443"
"solcap_snp_c2_54444","solcap_snp_c2_54444"
"solcap_snp_c2_54446","solcap_snp_c2_54446"
"solcap_snp_c2_54453","solcap_snp_c2_54453"
"solcap_snp_c2_54456","solcap_snp_c2_54456"
"solcap_snp_c2_54458","solcap_snp_c2_54458"
"solcap_snp_c2_5446","solcap_snp_c2_5446"
"solcap_snp_c2_54463","solcap_snp_c2_54463"
"solcap_snp_c2_54473","solcap_snp_c2_54473"
"solcap_snp_c2_54484","solcap_snp_c2_54484"
"solcap_snp_c2_54497","solcap_snp_c2_54497"
"solcap_snp_c2_54530","solcap_snp_c2_54530"
"solcap_snp_c2_54533","solcap_snp_c2_54533"
"solcap_snp_c2_54570","solcap_snp_c2_54570"
"solcap_snp_c2_54578","solcap_snp_c2_54578"
"solcap_snp_c2_54579","solcap_snp_c2_54579"
"solcap_snp_c2_5458","solcap_snp_c2_5458"
"solcap_snp_c2_54580","solcap_snp_c2_54580"
"solcap_snp_c2_54581","solcap_snp_c2_54581"
"solcap_snp_c2_54582","solcap_snp_c2_54582"
"solcap_snp_c2_54583","solcap_snp_c2_54583"
"solcap_snp_c2_54584","solcap_snp_c2_54584"
"solcap_snp_c2_54585","solcap_snp_c2_54585"
"solcap_snp_c2_54586","solcap_snp_c2_54586"
